Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other"
4212,4932827,111567.0,1913,1,100,62.5,40.769624,-73.96823,8.0,122.0,4.151039905898646,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6167,4406956,54030.0,1930,1,100,76.4,40.847999,-73.940296,12.0,265.0,4.3489867805956814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10770,4370684,149450.0,1934,1,100,53.2,40.645638,-73.981046,12.0,498.0,3.9926809084456005,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6960,4401878,148827.0,1982,1,100,69.9,40.821001,-73.89558,2.0,159.0,4.2612704335380815,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4928,2682511,377823.0,1976,1,100,74.2,40.773428,-73.953129,8.0,138.0,4.320151230955794,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8272,3114850,72500.0,1924,1,100,77.4,40.835794,-73.852112,9.0,222.0,4.361823927356363,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11731,3114772,68076.0,1940,1,100,65.9,40.629099,-73.957021,14.0,772.0,4.203198967134183,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3735,2817479,62237.0,1924,1,100,92.3,40.756962,-73.976256,5.0,94.0,4.535820107853298,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13808,4404055,53914.0,1929,1,100,129.0,,,,,4.867534450455582,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12447,3782892,100000.0,1959,1,100,55.4,,,,,4.032469158504013,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4019,2614202,865222.0,2000,1,100,64.7,40.751983,-73.967538,6.0,90.0,4.185098925490565,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14383,2953157,118566.0,1963,1,100,148.1,,,,,5.004617221770693,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
581,1052478,1141276.0,1967,1,90,133.0,40.709043,-74.010626,1.0,7.0,4.897839799950911,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1786,3538058,121206.0,2005,1,100,55.9,40.741135,-73.9941,4.0,87.0,4.041295341132285,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11726,2794263,82440.0,1963,1,100,94.4,40.63313,-73.946696,14.0,786.0,4.558078578454241,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7062,4842743,96000.0,1927,1,100,114.2,40.841498,-73.911136,4.0,225.0,4.746669748261791,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3754,3085377,366879.0,1969,1,100,111.5,40.75964,-73.975916,5.0,102.0,4.722953221644475,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11934,2806029,86734.0,2000,1,100,95.7,40.576885,-73.95763,13.0,61002.0,4.571613402459248,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4234,2694374,95707.0,1928,1,100,73.5,40.771531,-73.964861,8.0,130.0,4.310799125385514,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2933,2800416,207080.0,1962,1,100,74.7,40.768395,-73.986827,4.0,139.0,4.3267781604434035,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10840,2960395,55932.0,1940,1,100,93.4,40.63778,-73.973056,12.0,490.0,4.547541073151455,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12232,3407435,72904.0,2011,1,100,84.3,,,,,4.446174454497633,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
955,4561633,71334.0,1970,1,100,58.6,40.724416,-73.983365,3.0,32.0,4.087655574071304,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14782,2656560,72600.0,1940,1,100,88.5,40.627139,-74.09119,1.0,33.0,4.4942386252808095,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10628,3114779,51000.0,1928,1,100,95.1,40.64535,-73.970318,14.0,1522.0,4.565389315976247,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1065,4862786,54431.0,1911,1,100,54.7,40.722635,-73.996977,2.0,43.0,4.019980146933238,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14792,5851568,161500.0,1968,1,100,33.5,40.612357,-74.092035,1.0,47.0,3.5409593240373143,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6156,3530612,52206.0,1914,1,100,94.7,40.849667,-73.938787,12.0,265.0,4.5612182984589085,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13260,4408042,149558.0,1952,1,100,90.9,,,,,4.520701029361642,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2703,2811093,172075.0,1916,1,100,51.4,40.760103,-73.983973,5.0,125.0,3.9589065913269965,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9415,3538765,116310.0,1942,1,100,57.6,40.673259,-73.946981,8.0,341.0,4.070734696582967,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7859,4495839,67757.0,1941,1,100,85.8,40.866368,-73.889905,7.0,40502.0,4.463606621666305,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
856,2679444,251500.0,1963,1,100,94.7,40.711383,-73.98265,3.0,202.0,4.5612182984589085,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4541,2796968,128255.0,1966,1,100,116.9,40.770844,-73.956861,8.0,134.0,4.769836807543325,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12416,2953325,217710.0,1920,2,100,70.3,,,,,4.26689632742025,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4186,4943395,125274.0,1927,1,100,63.0,40.76658,-73.96878,8.0,122.0,4.1588830833596715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3483,2799264,68840.0,1934,1,100,138.0,40.792036,-73.971852,7.0,179.0,4.9344739331306915,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6677,4931415,55000.0,1925,1,100,100.4,40.831745,-73.92143,4.0,195.0,4.619073091157083,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6671,4952937,90175.0,2007,1,95,61.6,40.832289,-73.922123,4.0,195.0,4.136765278106052,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14087,3520599,64512.0,1938,1,100,92.6,,,,,4.539030383483547,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6607,4842725,123000.0,1937,1,100,17.2,40.823104,-73.924572,4.0,5902.0,2.9014215940827497,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13407,3895781,57000.0,1992,1,100,115.3,,,,,4.7561730595246186,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4298,2669978,112451.0,1915,1,100,109.4,40.763893,-73.969074,8.0,11402.0,4.704110133842995,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10904,4926093,72000.0,2003,1,100,145.1,40.623672,-73.990004,12.0,242.0,4.984291318756654,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3013,2719902,161973.0,1989,1,100,124.3,40.77084,-73.982829,7.0,145.0,4.8307108619020225,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4549,4695822,139000.0,1960,1,100,128.7,40.772754,-73.955469,8.0,134.0,4.865224091322398,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11299,2676380,52410.0,1940,1,100,69.7,40.606011,-73.978536,11.0,426.0,4.258445572902527,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10517,2962495,61200.0,1928,1,100,67.0,40.652111,-73.963295,14.0,50804.0,4.219507705176107,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9377,2665600,320000.0,1940,1,100,104.2,40.667286,-73.959905,9.0,213.0,4.65586330030361,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6051,2684580,517910.0,1964,1,100,140.2,40.847503,-73.935052,12.0,261.0,4.950177325059141,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5894,2771491,55933.0,1922,1,100,125.7,40.836274,-73.940401,12.0,245.0,4.841822087327094,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12709,2729938,75642.0,1939,1,100,130.5,,,,,4.879006851617819,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3776,2306542,272532.0,1970,1,85,82.2,40.761081,-73.973797,5.0,102.0,4.421247347827163,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
684,3095579,1008544.0,1913,1,100,67.1,40.712265,-74.007892,1.0,21.0,4.220977213155467,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2146,5793879,79056.0,1925,1,40,77.7,40.751923,-73.983073,5.0,84.0,4.365643155423357,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7276,5789747,95401.0,2012,1,100,71.3,40.848108,-73.924136,5.0,20501.0,4.280824129164719,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
267,4905775,115226.0,1951,3,100,81.0,,,,,4.406719247264253,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3698,2707797,304526.0,1969,1,100,103.5,40.753323,-73.980495,5.0,94.0,4.6491870714048655,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5065,4996896,157823.0,2013,1,100,20.9,40.801082,-73.947421,10.0,190.0,3.086486636822455,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2490,4952805,115914.0,1959,1,100,53.5,40.748593,-73.97814,6.0,80.0,3.9982007016691985,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3109,2637885,66917.0,1916,1,100,68.3,40.776384,-73.980427,7.0,153.0,4.238444906195857,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11209,3111261,120618.0,1931,1,100,212.3,40.596631,-73.997879,11.0,294.0,5.362699625477305,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11277,3522736,60600.0,1941,1,100,86.7,40.610176,-73.97216,12.0,438.0,4.473921899378137,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13884,4034602,115212.0,1963,2,100,103.0,,,,,4.6443908991413725,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8689,4885944,69500.0,1928,1,100,60.7,40.880061,-73.905143,8.0,289.0,4.122283930911342,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3346,4401413,53370.0,1914,1,100,70.8,40.78243,-73.976594,7.0,165.0,4.273884476054178,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12602,3529567,52000.0,1942,1,100,120.8,,,,,4.802380355275797,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12733,4115746,66000.0,1939,1,100,17.5,,,,,2.917770732084279,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3560,3107158,174000.0,1989,1,100,54.9,40.795056,-73.976228,7.0,183.0,4.023564380161053,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1040,4495640,74539.0,1900,1,100,123.7,40.720876,-73.997731,2.0,45.0,4.825910852685991,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4684,5863690,121360.0,1914,1,100,50.7,40.779305,-73.959191,8.0,15001.0,3.9454577815143836,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13363,2736088,88272.0,1925,1,100,70.3,,,,,4.26689632742025,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1704,4403245,84575.0,1924,1,100,104.7,40.751949,-73.989941,5.0,109.0,4.660604892876192,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6055,4724741,71305.0,1923,1,95,129.1,40.848178,-73.930855,12.0,269.0,4.86830338551846,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2271,5050255,59993.0,1922,1,100,76.4,40.745032,-73.984265,5.0,74.0,4.3489867805956814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
960,4408647,59000.0,1985,1,100,160.6,40.719967,-73.988023,3.0,18.0,5.085124146086995,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7894,5857949,255200.0,1929,1,100,63.3,40.867585,-73.893215,7.0,40302.0,4.163559631243574,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10336,4841949,658262.0,1989,1,100,139.0,40.66732,-73.860336,5.0,1220.0,4.941642422609304,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2301,2617169,235564.0,1926,1,100,73.4,40.747436,-73.983211,5.0,74.0,4.309455941839047,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8172,2818660,66456.0,1931,1,100,94.8,40.825023,-73.877378,9.0,5001.0,4.562262684976814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3845,2705519,526124.0,1981,1,100,69.4,40.755341,-73.971124,6.0,100.0,4.254193263163997,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14155,3121439,196393.0,1970,1,100,88.9,,,,,4.498697941477575,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2929,2805279,71532.0,1963,1,100,121.0,40.767347,-73.986137,4.0,139.0,4.804021044733257,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2328,2642019,115945.0,1925,1,100,62.3,40.749887,-73.981832,5.0,82.0,4.147885329150131,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5491,4948360,124351.0,1926,1,100,44.0,40.8023,-73.969728,7.0,195.0,3.8066624897703196,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14789,4389085,65392.0,1981,1,100,89.7,40.612717,-74.098392,1.0,47.0,4.507557357121091,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13117,5793923,62500.0,1973,1,40,56.1,,,,,4.044804116661965,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3780,4038140,125495.0,1922,1,90,24.7,40.761081,-73.97323,5.0,102.0,3.246490991901174,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9850,5976085,128756.0,2008,1,95,71.2,40.699958,-73.955038,1.0,531.0,4.279440045898781,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2854,4038854,127000.0,1924,1,100,65.5,40.759555,-73.989297,4.0,121.0,4.197201947661808,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6199,3501355,57405.0,1920,1,100,80.7,40.853899,-73.937283,12.0,273.0,4.403054001865957,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4350,3108512,115525.0,1972,1,100,79.9,40.770325,-73.964381,8.0,128.0,4.393213824064446,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
129,2825112,153348.0,1986,1,100,4.5,40.730236,-74.000274,2.0,65.0,1.7047480922384253,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8336,2809354,51317.0,1925,1,100,118.7,40.849372,-73.832075,10.0,26601.0,4.784988612563928,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8006,4926072,101196.0,1926,1,100,229.9,40.883938,-73.877685,7.0,431.0,5.44198471636045,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8054,2731802,434650.0,1927,1,100,482.0,40.880931,-73.8782,7.0,421.0,6.180016653652572,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
819,4037262,177414.0,1913,1,100,70.2,40.721562,-74.009885,1.0,39.0,4.26549281841793,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3914,8139,380000.0,1956,1,100,96.5,40.750569,-73.974577,6.0,88.0,4.579852378003801,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7263,4406112,59600.0,1922,1,100,106.5,40.850655,-73.916813,5.0,21501.0,4.677490847567717,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12105,3122760,61320.0,1970,1,100,71.8,,,,,4.28771595520264,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9825,4043099,181179.0,2003,1,100,120.9,40.708885,-73.968475,1.0,547.0,4.803201036487226,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8719,2734926,79296.0,1961,1,100,84.4,40.880351,-73.921025,8.0,29301.0,4.447346100794524,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5679,2809892,58840.0,1934,1,100,45.2,40.809575,-73.965267,9.0,205.0,3.832979798087693,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2912,2609674,65615.0,1988,1,100,69.4,40.761185,-73.993217,4.0,121.0,4.254193263163997,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14111,2739212,55600.0,1928,1,100,97.3,,,,,4.5880240271531205,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1525,4014030,57706.0,1938,1,100,80.0,40.743026,-74.00384,4.0,83.0,4.394449154672439,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7047,2963923,56000.0,1922,1,100,154.8,40.850106,-73.90546,5.0,23502.0,5.048573133436648,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14278,4046113,73500.0,1940,1,100,47.7,,,,,3.885679030088544,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6925,4409890,69640.0,2009,1,100,70.5,40.81838,-73.901867,2.0,85.0,4.269697449699962,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5105,4950814,57512.0,1900,1,95,87.5,40.796435,-73.948274,11.0,17401.0,4.483002552013883,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13037,4414531,119194.0,1955,1,100,91.2,,,,,4.523960130562548,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8723,2731600,209920.0,1953,1,100,75.4,40.882137,-73.919848,8.0,29301.0,4.335982696172475,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12142,4414282,57348.0,2006,1,100,79.4,,,,,4.387014176184921,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
728,3226986,146093.0,2010,1,100,57.7,40.714879,-74.006345,1.0,21.0,4.072439726834051,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
365,2945698,758750.0,1973,1,100,19.7,40.704233,-73.946055,1.0,491.0,3.0301337002713233,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7918,3117475,67500.0,1900,1,100,105.1,40.872514,-73.887534,7.0,411.0,4.664382045619937,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5942,4951488,74064.0,1915,1,100,95.7,40.837781,-73.946857,12.0,247.0,4.571613402459248,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
425,5876774,,1940,2,100,85.6,,,,,4.461299815568389,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5402,3541855,94328.0,1920,1,100,17.2,40.799816,-73.969866,7.0,191.0,2.9014215940827497,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4066,2564691,89349.0,1928,1,100,65.0,40.75871,-73.96385,6.0,108.0,4.189654742026425,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1790,4403950,237000.0,1901,1,100,102.8,40.74172,-73.993678,4.0,87.0,4.642465970731788,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13481,4408053,138000.0,1985,1,100,68.5,,,,,4.241326752570746,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4566,3111873,122346.0,1958,1,100,80.3,40.761996,-73.959844,8.0,10602.0,4.398146016553765,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5345,2790753,158954.0,2007,1,100,41.0,40.803893,-73.955763,10.0,20102.0,3.7376696182833684,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
823,4395933,313991.0,1906,1,95,51.6,40.721704,-74.011317,1.0,39.0,3.9627161197436642,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4336,2386537,144425.0,1965,1,100,112.2,40.766845,-73.96273,8.0,120.0,4.729156165769083,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2989,5791918,102800.0,1925,1,100,30.3,40.765047,-73.998043,4.0,129.0,3.4436180975461075,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13106,2803452,58000.0,1982,1,100,90.5,,,,,4.516338972281476,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1412,4410272,219320.0,2006,1,100,189.8,40.740624,-74.007719,2.0,79.0,5.251225759014186,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2371,3114267,109375.0,1960,1,100,40.2,40.73635,-73.988496,5.0,50.0,3.7184382563554808,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12436,4402939,620346.0,1939,2,100,65.0,,,,,4.189654742026425,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
424,2919967,101800.0,1940,1,100,65.6,40.730833,-73.985492,3.0,40.0,4.198704577546343,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1912,2793980,204034.0,1928,1,75,58.0,40.752577,-73.987378,5.0,109.0,4.07753744390572,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11185,2794497,120440.0,1960,1,100,81.2,40.601755,-73.995286,11.0,290.0,4.409155302062135,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10265,4043977,142221.0,2011,1,100,38.4,40.665426,-73.884913,5.0,1124.0,3.673765816303888,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3399,5820630,55008.0,1925,1,100,45.0,40.791448,-73.970181,7.0,177.0,3.828641396489095,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11038,3575105,89628.0,1929,1,100,65.5,40.632592,-74.030285,10.0,36.0,4.197201947661808,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13139,4409918,53000.0,1967,1,100,155.1,,,,,5.050496827521386,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11440,4629905,65000.0,1929,1,95,102.5,40.608726,-73.954009,15.0,550.0,4.639571612705423,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6185,2736776,54528.0,1920,1,100,105.2,40.851647,-73.94009,12.0,275.0,4.665324108807838,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8684,4479636,72280.0,1928,1,100,80.8,40.880053,-73.905121,8.0,289.0,4.404277243608702,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14211,2787386,179072.0,1951,1,100,132.8,,,,,4.896346147694128,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3312,2543952,177679.0,1906,1,100,67.9,40.787023,-73.968085,7.0,173.0,4.232656178019613,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10674,2674523,52990.0,1939,1,100,105.1,40.640295,-73.964263,14.0,520.0,4.664382045619937,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8465,4926059,140662.0,1952,4,100,167.3,40.858285,-73.86658,11.0,330.0,5.12574810119676,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5719,4768341,60218.0,1903,1,100,98.6,40.818037,-73.938437,10.0,230.0,4.601162164590552,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
