Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other"
11755,2811576,204830.0,1955,1,100,71.1,40.625562,-73.946634,18.0,742.0,4.278054044290903,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2464,2721784,182767.0,1975,1,100,87.0,40.74606,-73.978931,6.0,72.0,4.477336814478207,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13384,2803653,56636.0,1937,1,100,73.7,,,,,4.3134800921387715,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14307,2801609,54991.0,1958,1,100,74.7,,,,,4.3267781604434035,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8606,2700188,60968.0,1929,1,100,6.4,40.895226,-73.854938,12.0,434.0,2.0014800002101243,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9732,2638817,95960.0,1940,1,100,77.8,40.687394,-73.967678,2.0,197.0,4.366912996863833,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9323,2808019,71567.0,1930,5,100,108.8,40.676357,-73.959525,8.0,305.0,4.69866052907543,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4268,2790729,149056.0,1915,1,100,56.5,40.774121,-73.961635,8.0,130.0,4.051784947803305,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2669,4734699,170144.0,2014,1,95,127.0,40.755338,-73.985313,5.0,113.0,4.852030263919617,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5813,4925805,57415.0,1907,1,100,92.6,40.821481,-73.954071,9.0,22301.0,4.539030383483547,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13006,4040477,222030.0,1953,1,100,69.6,,,,,4.257030144499196,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1580,5027377,102824.0,2012,1,100,48.8,40.754332,-73.992622,4.0,111.0,3.9080149840306073,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11566,4517368,59100.0,1961,1,100,92.3,40.589065,-73.970905,15.0,37402.0,4.535820107853298,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4556,4390418,307000.0,2001,1,100,99.0,40.75996,-73.960853,8.0,10602.0,4.605170185988092,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3518,4370217,98373.0,1906,1,100,66.6,40.789713,-73.980206,7.0,171.0,4.213607983048918,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12911,3537990,217143.0,1987,2,100,103.5,,,,,4.6491870714048655,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
541,2653219,993570.0,1983,1,75,70.0,40.704215,-74.011559,1.0,9.0,4.2626798770413155,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12991,4038919,191000.0,1942,1,100,63.7,,,,,4.169761201506855,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
151,2794284,56756.0,1893,1,100,127.6,40.732,-73.985185,3.0,40.0,4.856706811803519,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11200,3529613,89070.0,1930,1,100,75.8,40.599258,-73.99659,11.0,296.0,4.341204640153626,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6018,2705498,64816.0,1924,1,100,128.0,40.843835,-73.939057,12.0,253.0,4.859812404361672,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14425,2814054,81091.0,1962,1,100,88.7,,,,,4.49647076906475,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12414,2604568,159582.0,2000,1,100,101.5,,,,,4.629862798578463,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9428,2893905,69300.0,2000,1,100,19.0,40.671237,-73.943111,8.0,339.0,2.995732273553991,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3970,2682649,431730.0,1960,1,100,44.5,40.759685,-73.967841,6.0,108.0,3.817712325956905,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10605,3447341,75930.0,1929,1,100,66.5,40.648567,-73.961524,14.0,51002.0,4.212127597878484,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9461,3532381,1435162.0,1960,1,100,237.7,40.664696,-73.957236,9.0,325.0,5.4752075333447845,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4855,2737764,207626.0,2003,1,100,89.9,40.781635,-73.95269,8.0,14802.0,4.509760001183433,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8695,3109946,58795.0,1975,1,100,164.5,40.881096,-73.908881,8.0,289.0,5.1089711948171175,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10982,2966694,94000.0,1992,1,100,86.0,40.634371,-74.01377,10.0,118.0,4.465908118654584,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
540,2682645,108373.0,1987,1,100,65.6,40.70536,-74.008602,1.0,7.0,4.198704577546343,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12725,2800734,78128.0,1928,1,100,100.0,,,,,4.61512051684126,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3846,1454910,1666763.0,1930,1,100,125.0,40.756648,-73.974358,5.0,100.0,4.836281906951478,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14989,4940416,93500.0,1926,1,100,109.3,40.692602,-73.993231,2.0,7.0,4.703203926259457,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9236,2799254,54193.0,1904,1,100,77.3,40.660848,-73.992571,7.0,145.0,4.360547602996758,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1171,2817542,316832.0,1910,1,100,89.7,40.729884,-73.992993,2.0,57.0,4.507557357121091,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2218,4951926,406656.0,1985,1,100,97.9,40.740426,-73.988976,5.0,56.0,4.594109238628667,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14679,5802578,67000.0,1932,1,100,40.9,40.578691,-73.837616,14.0,93402.0,3.735285826928092,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9987,4467114,89500.0,1938,1,100,22.8,40.715871,-73.935913,1.0,449.0,3.169685580677429,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7241,2884662,173000.0,1963,1,100,102.3,40.848494,-73.922473,5.0,20501.0,4.637637376125593,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11404,4115035,76770.0,1963,1,100,88.2,40.611579,-73.956877,14.0,544.0,4.490881039585964,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8313,5857244,64895.0,1927,1,100,84.4,40.844344,-73.846415,10.0,200.0,4.447346100794524,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11642,2791453,64122.0,1963,1,100,81.6,40.596082,-73.950791,15.0,592.0,4.414009680526933,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1228,2539060,57585.0,1904,1,100,53.3,40.733002,-73.992581,2.0,61.0,3.9945242269398897,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
757,3116956,94147.0,2007,1,100,82.4,40.716951,-74.0025,1.0,31.0,4.423648309364701,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13122,4988475,88000.0,1963,1,100,142.9,,,,,4.969118613893322,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12492,3108446,208252.0,1972,1,100,124.0,,,,,4.8283137373023015,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4718,4038897,57726.0,1922,1,100,79.2,40.782692,-73.959153,8.0,15002.0,4.384523514872469,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2373,3921492,235264.0,1960,1,100,127.6,40.736199,-73.986353,6.0,50.0,4.856706811803519,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6008,2734764,69906.0,1922,1,100,63.9,40.843846,-73.938775,12.0,253.0,4.1728476237100445,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1429,4413921,73107.0,2007,1,100,73.5,40.745601,-74.006853,4.0,99.0,4.310799125385514,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2952,4384555,185351.0,2013,1,70,17.6,40.761992,-73.995141,4.0,129.0,2.9231615807191558,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5123,4125400,509090.0,1990,1,80,77.8,40.785301,-73.949268,11.0,15802.0,4.366912996863833,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6935,2831201,114750.0,1987,2,100,105.8,40.818902,-73.899894,2.0,87.0,4.6709579265260945,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5780,2653484,55176.0,1930,1,100,72.6,40.823108,-73.947364,9.0,227.0,4.298645025734831,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3046,4854349,64899.0,1904,1,80,50.2,40.773337,-73.978987,7.0,153.0,3.9357395320454622,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4917,2715848,759187.0,1923,1,100,157.6,40.781831,-73.94887,8.0,154.0,5.066385309200747,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10953,2850577,50400.0,1929,1,100,50.8,40.632154,-73.990366,12.0,236.0,3.9473901492654373,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14988,4940453,70645.0,1928,1,100,81.4,40.69642,-73.992495,2.0,502.0,4.411585436915426,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2559,2682603,64245.0,1980,2,100,106.1,40.743584,-73.979672,6.0,70.0,4.673762977453703,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1978,5055947,60798.0,1907,1,100,61.8,40.740737,-73.99166,5.0,54.0,4.139955073474153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2225,4398324,389000.0,1913,1,100,110.7,40.741809,-73.985193,5.0,56.0,4.715816706075155,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12194,2817506,140348.0,1917,1,100,55.7,,,,,4.037774210733707,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7398,4398430,73500.0,1929,1,100,134.4,40.835118,-73.884876,3.0,161.0,4.9082333604781745,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7377,4398442,52000.0,1926,1,100,95.4,40.835496,-73.887745,3.0,161.0,4.5685062016165,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,2809941,178897.0,1909,1,100,29.8,40.80618,-73.965251,9.0,199.0,3.427514689979529,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1134,2679416,97248.0,1970,1,100,93.5,40.727988,-74.000032,2.0,65.0,4.548599834499697,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6137,3135844,51070.0,1927,1,100,127.1,40.862563,-73.926509,12.0,285.0,4.852811208902689,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2658,2637424,71741.0,1926,1,100,106.8,40.754702,-73.987501,5.0,113.0,4.680277658474897,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3278,4950927,95992.0,1925,1,100,60.7,40.783869,-73.982133,7.0,167.0,4.122283930911342,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7250,3515555,55750.0,1925,1,80,74.8,40.848236,-73.919411,5.0,21501.0,4.328098292648326,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14418,2893901,58868.0,2006,1,100,18.8,,,,,2.9856819377004897,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13826,2906135,78323.0,1960,1,100,74.7,,,,,4.3267781604434035,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14790,4818321,65392.0,1981,1,100,68.6,40.612648,-74.098623,1.0,47.0,4.242764567340374,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
200,5834279,436115.0,1928,1,100,150.6,40.825416,-73.940013,10.0,234.0,5.021245473208271,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9975,4919098,186779.0,2014,1,50,63.7,40.718425,-73.948662,1.0,515.0,4.169761201506855,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11752,5705859,52360.0,1922,1,100,78.1,40.624021,-73.956059,14.0,762.0,4.370712874773608,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3505,4038875,100400.0,1911,1,100,59.7,40.786548,-73.979579,7.0,171.0,4.1059436980654525,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4281,2667240,231346.0,1958,1,100,36.3,40.77554,-73.962685,8.0,142.0,3.6189933266497696,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13683,2965595,125348.0,1999,1,100,93.6,,,,,4.549657476057832,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6213,3501353,54888.0,1920,1,100,93.7,40.852365,-73.937737,12.0,273.0,4.550714000192032,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
716,2637905,77630.0,1910,1,100,57.3,40.717316,-74.009062,1.0,39.0,4.065602093356446,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13406,3127813,103459.0,1923,1,100,54.3,,,,,4.012772908528289,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6859,5858060,153965.0,1961,1,100,67.5,40.809505,-73.895038,2.0,93.0,4.22683374526818,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4022,4039185,60043.0,1959,1,100,73.7,40.75402,-73.968461,6.0,90.0,4.3134800921387715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3590,2812119,118462.0,1929,1,100,82.9,40.756227,-73.979516,5.0,96.0,4.429625613473161,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10841,4043802,69600.0,1931,1,100,76.2,40.637522,-73.973009,12.0,490.0,4.3463994570307305,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2214,3134101,183449.0,1902,1,100,100.6,40.741028,-73.989946,5.0,56.0,4.6210435351443815,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
535,4137415,274516.0,1836,1,90,210.7,40.706191,-74.009165,1.0,7.0,5.35517017814082,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12364,2978039,55000.0,1939,1,100,78.6,,,,,4.377014092850337,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13961,2640581,483292.0,1949,1,100,469.2,,,,,6.1531581361059695,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2394,2643959,99238.0,1920,1,100,92.3,40.737876,-73.984841,6.0,68.0,4.535820107853298,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13316,2803862,193664.0,1965,1,100,95.6,,,,,4.570578741218473,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13074,2804158,75000.0,1941,1,100,76.3,,,,,4.3476939555933765,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2599,4939800,189616.0,1931,1,100,98.7,40.737318,-73.981308,6.0,64.0,4.602165676967792,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3706,4046039,332312.0,1926,1,80,98.0,40.754874,-73.979859,5.0,94.0,4.59511985013459,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14501,4405975,70690.0,1963,1,100,112.6,,,,,4.732683506287051,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7850,4028618,65000.0,1920,1,100,96.8,40.868874,-73.88442,7.0,415.0,4.582924577040772,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8129,2668059,598478.0,1966,1,100,118.8,40.819333,-73.851267,9.0,74.0,4.785823685681349,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5590,3481911,133198.0,2003,1,100,57.5,40.807159,-73.955255,10.0,257.0,4.069026754237811,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11423,2640842,135000.0,1929,1,100,75.7,40.612556,-73.949698,14.0,548.0,4.33990170837321,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11800,3016242,96000.0,1955,1,100,91.0,40.625866,-73.934688,18.0,736.0,4.5217885770490405,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2481,2388616,77193.0,1957,1,100,83.4,40.747959,-73.979457,6.0,80.0,4.4355674016019115,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7977,2964369,56000.0,1924,1,100,70.1,40.882212,-73.883178,7.0,421.0,4.264087336809195,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12839,2849809,107010.0,1969,1,100,48.4,,,,,3.899950424193877,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7056,4931417,51000.0,1926,1,100,111.9,40.850013,-73.902562,5.0,381.0,4.726502471155617,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3102,2790322,568001.0,1986,1,100,57.1,40.775012,-73.982969,7.0,153.0,4.062165663857866,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2953,2702174,130400.0,1930,1,100,83.4,40.762184,-73.995553,4.0,129.0,4.4355674016019115,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
764,4924708,100650.0,1920,1,100,118.9,40.717914,-74.003153,1.0,33.0,4.786658062033468,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6507,2692228,152699.0,2002,1,100,65.2,40.822433,-73.911635,3.0,141.0,4.192680462942962,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10290,5052906,130500.0,1996,1,100,176.8,40.662938,-73.880513,5.0,1116.0,5.180659323079804,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10949,2818326,54000.0,1928,1,100,64.4,40.633057,-73.990593,12.0,236.0,4.180522258463153,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6728,4412045,205008.0,1931,2,100,66.0,40.831608,-73.926276,4.0,189.0,4.204692619390966,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6628,4339202,150948.0,1929,1,95,70.5,40.829413,-73.919488,4.0,18301.0,4.269697449699962,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4439,2614203,483495.0,1999,1,100,84.8,40.767753,-73.961892,8.0,118.0,4.4520190064939165,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11199,4373716,73400.0,1928,1,90,100.5,40.599085,-73.99677,11.0,296.0,4.620058798481842,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1258,4410352,59299.0,1959,1,100,126.5,40.734685,-73.992159,2.0,61.0,4.848116364598481,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3502,2643323,240040.0,1925,1,100,75.8,40.78576,-73.980146,7.0,167.0,4.341204640153626,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13031,5834191,61700.0,1938,1,100,80.5,,,,,4.400603020246817,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13849,2805402,324260.0,1969,11,100,99.4,,,,,4.609162207257629,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7695,2787364,59000.0,1929,1,100,142.4,40.871994,-73.904453,7.0,269.0,4.96563792816552,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
639,3465992,109072.0,1900,1,100,39.8,40.708988,-74.007654,1.0,1502.0,3.708682081410116,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7324,3337773,87413.0,1927,1,100,30.3,40.839561,-73.898912,3.0,167.0,3.4436180975461075,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13619,5043157,59100.0,1929,1,95,94.1,,,,,4.554928969551344,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3855,4410003,458300.0,1931,1,100,89.9,40.756815,-73.972145,5.0,100.0,4.509760001183433,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2167,2701801,103022.0,1901,1,100,99.5,40.737416,-73.992581,5.0,52.0,4.61015772749913,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9403,5857382,171993.0,1925,1,100,121.8,40.674976,-73.945628,8.0,313.0,4.810557015713042,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13408,4039212,89727.0,1940,1,100,76.5,40.712293,-73.829214,9.0,216.0,4.350277936359301,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12679,4403955,50700.0,1937,1,100,88.7,,,,,4.49647076906475,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2810,3540249,142081.0,1916,1,100,79.2,40.763177,-73.981752,5.0,131.0,4.384523514872469,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8917,2805351,99201.0,2006,1,100,67.3,40.701816,-73.988596,2.0,21.0,4.223909766576744,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9282,2595881,57700.0,1926,1,100,73.5,40.675252,-73.97334,6.0,159.0,4.310799125385514,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7256,2801602,70200.0,1990,1,100,18.1,40.850613,-73.91827,5.0,21501.0,2.9496883350525844,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
860,5888070,262875.0,1978,1,95,74.9,40.710357,-73.98761,3.0,6.0,4.3294166844015844,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10465,2941494,315184.0,1962,1,100,101.9,40.659126,-73.960552,9.0,79802.0,4.633757642840004,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10622,3072236,84000.0,1932,1,100,86.8,40.649778,-73.949739,17.0,824.0,4.475061500641071,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5434,2684338,53085.0,1910,1,100,71.1,40.804322,-73.965038,9.0,199.0,4.278054044290903,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5136,4950762,59400.0,1900,1,95,79.8,40.79384,-73.944065,11.0,172.0,4.39197696552705,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4233,2670584,147257.0,1915,1,100,63.7,40.772209,-73.966871,8.0,130.0,4.169761201506855,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10478,4046467,71795.0,1964,1,100,101.9,40.657376,-73.957954,9.0,79601.0,4.633757642840004,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9393,4781265,67582.0,1975,1,100,117.3,40.677384,-73.947,8.0,313.0,4.773223770984341,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4295,2667275,184500.0,1960,1,100,85.9,40.763132,-73.967515,8.0,11402.0,4.464758032271346,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7404,2664830,66960.0,1925,1,100,117.9,,,,,4.778282803696737,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1505,4403240,538520.0,1927,1,100,100.5,40.754329,-73.998578,4.0,103.0,4.620058798481842,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14128,2804244,53166.0,1933,1,100,106.7,,,,,4.679349584162343,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6899,2789423,71854.0,1929,1,100,105.0,40.813095,-73.907171,1.0,73.0,4.663439094112067,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
