Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other",score
357,5049414,127029.0,1988,1,100,1.0,40.685662,-73.970358,2.0,179.0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
382,5816270,,1921,1,100,32.7,,,,,3.517497837358316,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
383,5816320,,1921,1,100,36.4,,,,,3.6216707044204863,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
388,5846549,,1972,8,100,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
395,5858542,,1929,2,100,94.6,,,,,4.560172820057356,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
396,5819566,140260.0,1967,1,100,38.3,40.850675,-73.929092,12.0,269.0,3.6712245188752153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
397,5819593,119715.0,1929,1,100,43.1,40.851292,-73.928592,12.0,269.0,3.7864597824528,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
399,5863759,1259938.0,1965,1,90,,40.580944,-73.971484,13.0,354.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
400,5863756,1800000.0,1965,1,90,,40.581135,-73.967434,13.0,35601.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
401,5870669,257400.0,1960,3,100,,40.771277,-73.983299,7.0,149.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
402,5870670,257400.0,1962,1,100,98.3,40.771277,-73.983299,7.0,149.0,4.598145571051127,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
403,5870673,257400.0,1966,1,100,98.6,40.771277,-73.983299,7.0,149.0,4.601162164590552,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
404,5870674,257400.0,1965,1,100,285.8,40.771277,-73.983299,7.0,149.0,5.658785108725465,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
409,5870918,,2009,3,100,21.6,,,,,3.1179499062782403,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
412,5870961,,2009,1,100,103.0,,,,,4.6443908991413725,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
413,5871088,,1908,2,100,96.3,,,,,4.577798989191959,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
415,1943396,176878.0,1909,1,100,,40.810755,-73.961907,9.0,205.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
435,5896351,107000.0,1994,4,100,6.2,40.846181,-73.919642,5.0,21502.0,1.9740810260220096,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
436,5896362,107000.0,1994,1,100,,40.846181,-73.919642,5.0,21502.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
437,5896364,107000.0,1994,1,100,,40.846181,-73.919642,5.0,21502.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
438,5896366,107000.0,1994,1,100,,40.846181,-73.919642,5.0,21502.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
439,5896368,107000.0,1994,1,100,,40.846181,-73.919642,5.0,21502.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
460,2782299,51387.0,1909,1,100,76.9,40.704959,-74.011902,1.0,9.0,4.355425952876702,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
465,4408640,335746.0,1931,1,100,78.2,40.706451,-74.016119,1.0,13.0,4.37197629882038,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
479,3114465,356483.0,2005,1,100,103.9,40.716637,-74.014754,1.0,31703.0,4.653007515402251,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
485,4036629,244617.0,1997,1,100,82.4,40.716668,-74.013542,1.0,31703.0,4.423648309364701,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
487,2657497,2152863.0,2009,1,100,99.5,40.713813,-74.013736,1.0,31703.0,4.61015772749913,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
488,2654691,220821.0,1985,1,100,75.2,40.709506,-74.018002,1.0,31704.0,4.333361462692601,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
489,2679881,150855.0,1986,1,100,68.3,40.710165,-74.016751,1.0,31704.0,4.238444906195857,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
490,2679903,106052.0,1987,1,100,81.2,40.709709,-74.01656,1.0,31704.0,4.409155302062135,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
491,2679933,91774.0,1986,1,100,74.0,40.710118,-74.016574,1.0,31704.0,4.31748811353631,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
492,2654727,257092.0,1986,1,100,98.7,40.709311,-74.017764,1.0,31704.0,4.602165676967792,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
493,2655056,106631.0,1985,1,100,75.3,40.708921,-74.016505,1.0,31704.0,4.334672938290411,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
494,2679734,129176.0,1986,1,100,60.7,40.709097,-74.017104,1.0,31704.0,4.122283930911342,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
495,2654763,590974.0,1987,1,100,82.8,40.708809,-74.016116,1.0,31704.0,4.428433007488037,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
497,2654652,348953.0,1989,1,100,76.6,40.707977,-74.016729,1.0,31704.0,4.351567427189173,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
499,2702454,641681.0,2000,1,100,170.8,40.714812,-74.016153,1.0,31703.0,5.146331009550155,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
503,2704639,531665.0,2008,1,100,73.6,40.715539,-74.016644,1.0,31703.0,4.312140507209715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
509,3114343,335114.0,1969,1,100,72.4,40.708082,-74.014446,1.0,13.0,4.29592393562047,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
537,4946094,239121.0,1926,1,100,103.8,40.704808,-74.009623,1.0,7.0,4.6520537718869415,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
538,4937073,292466.0,1962,1,100,106.3,40.704923,-74.009046,1.0,7.0,4.675628649636653,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
539,4157490,95325.0,1931,1,100,90.5,40.705324,-74.008873,1.0,7.0,4.516338972281476,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
545,2939089,87775.0,1960,1,100,367.8,40.704624,-74.010568,1.0,9.0,5.910254491682439,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
556,4399127,1079361.0,1983,1,100,57.1,40.705308,-74.004873,1.0,7.0,4.062165663857866,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
563,4946131,117641.0,1956,1,100,113.9,40.705522,-74.006929,1.0,7.0,4.74406218485471,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
570,4036640,431000.0,2002,1,100,106.1,40.707641,-74.008155,1.0,7.0,4.673762977453703,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
574,4398355,108663.0,1954,1,100,76.1,40.706839,-74.010218,1.0,7.0,4.345103280569283,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
589,4401415,74409.0,1900,1,100,141.2,40.709938,-74.012235,1.0,13.0,4.95723451736914,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
590,4387157,57941.0,1929,1,100,93.5,40.70856,-74.013349,1.0,13.0,4.548599834499697,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
616,3554995,200610.0,1927,1,100,,40.708445,-74.006886,1.0,1502.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
617,3115726,126430.0,1967,1,100,,40.708184,-74.007787,1.0,1502.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
635,4414157,160000.0,1926,1,95,72.1,40.708338,-74.006684,1.0,1502.0,4.291828366755733,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
651,4036633,531000.0,2006,1,100,88.6,40.7122,-74.008563,1.0,21.0,4.4953553199808844,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
658,1845677,177433.0,1985,1,100,80.5,40.710059,-74.005955,1.0,1501.0,4.400603020246817,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
663,4327694,225368.0,1955,1,60,75.6,40.709944,-74.006045,1.0,1501.0,4.338597076746545,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
679,2688590,822318.0,1974,1,30,82.1,40.710207,-74.001125,1.0,29.0,4.420044701861403,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
680,4398440,515425.0,1960,1,100,72.3,40.713139,-74.000144,3.0,27.0,4.294560608892605,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
691,1845662,550000.0,1985,1,100,88.2,40.71445,-74.011475,1.0,21.0,4.490881039585964,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
693,2681096,258000.0,1927,1,100,43.9,40.71417,-74.01282,1.0,21.0,3.8044377947482086,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
695,4938576,60415.0,2001,1,100,82.5,40.714582,-74.010569,1.0,21.0,4.42484663185681,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
696,4405693,88320.0,1915,1,100,68.2,40.713564,-74.006828,1.0,21.0,4.237000862623624,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
702,2795270,71407.0,2007,1,100,134.5,40.715205,-74.009476,1.0,21.0,4.908971640319756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
703,2769794,70000.0,1915,1,100,60.4,40.715103,-74.010003,1.0,21.0,4.117409835153096,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
719,2614608,802000.0,1930,1,100,310.0,40.717722,-74.008968,1.0,33.0,5.739792912179234,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
723,4403215,74927.0,1915,1,100,127.1,40.716281,-74.007691,1.0,33.0,4.852811208902689,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
726,2739236,93615.0,1900,1,100,54.6,40.714349,-74.006172,1.0,21.0,4.018183201256536,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
732,4403221,56968.0,1985,1,100,40.1,40.715095,-74.006782,1.0,33.0,3.716008121502189,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
742,2671365,306862.0,1964,1,100,89.1,40.71327,-73.999477,3.0,29.0,4.500920164614292,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
753,4863785,141014.0,1920,1,90,129.9,40.716954,-74.003943,1.0,31.0,4.874433672915854,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
754,4401421,93378.0,1985,1,100,90.1,40.71747,-74.003503,1.0,31.0,4.511957804265912,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
760,2713779,99735.0,1920,1,100,102.2,40.716926,-74.005905,1.0,33.0,4.636668853047462,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
769,3245755,52930.0,2009,1,100,98.7,40.717887,-74.00737,1.0,33.0,4.602165676967792,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
773,3107725,53685.0,1915,1,100,112.8,40.718691,-74.009253,1.0,39.0,4.73444252169223,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
786,4401434,108300.0,1985,1,100,59.9,40.719868,-74.007652,1.0,33.0,4.109233174715851,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
788,4409208,130094.0,1985,1,100,47.9,40.719847,-74.007403,1.0,33.0,3.8897773964808264,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
790,5863323,71413.0,2013,1,100,63.2,40.720338,-74.006703,1.0,33.0,4.162003210695915,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
794,4354721,61219.0,1915,1,0,3.0,40.718488,-74.002644,1.0,31.0,1.3862943611198906,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
795,2916494,55400.0,1910,1,100,39.1,40.718046,-74.00127,1.0,31.0,3.6913763343125234,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
797,3122081,56700.0,1928,1,100,41.9,40.717783,-74.001111,1.0,31.0,3.758871825933971,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
806,4414675,99025.0,2004,1,100,105.9,40.717711,-73.996681,2.0,41.0,4.671893818030999,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
816,2817363,143647.0,2004,1,100,106.9,40.721073,-74.008398,1.0,39.0,4.681204872264089,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
820,4949650,64471.0,1950,1,100,74.8,40.721647,-74.008298,1.0,39.0,4.328098292648326,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
825,3326665,61250.0,1910,1,100,72.4,40.722728,-74.011646,1.0,39.0,4.29592393562047,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
826,4409205,194486.0,2004,1,100,75.2,40.722275,-74.011195,1.0,39.0,4.333361462692601,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
832,5049366,61717.0,1900,1,100,67.1,40.721916,-74.007634,1.0,33.0,4.220977213155467,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
844,2544333,170548.0,2009,1,100,90.7,40.72173,-74.004308,2.0,47.0,4.51852237926242,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
847,3129420,61544.0,1910,1,100,64.6,40.720302,-74.001129,2.0,47.0,4.183575695950044,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
853,4043105,60508.0,1915,1,100,155.0,40.718392,-73.997774,2.0,41.0,5.049856007249537,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
864,2587541,274752.0,1927,1,100,32.8,40.709452,-73.99433,3.0,8.0,3.520460802488973,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
869,2677906,923000.0,1955,1,100,107.0,40.712862,-73.977798,3.0,202.0,4.68213122712422,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
885,2682235,81560.0,1968,1,100,73.5,40.713539,-73.98837,3.0,6.0,4.310799125385514,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
889,4995008,60329.0,1910,1,0,12.7,40.714947,-73.992082,3.0,16.0,2.617395832834079,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
891,4612541,57807.0,1910,1,100,12.7,40.717104,-73.991458,3.0,16.0,2.617395832834079,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
897,2677869,1231250.0,1955,1,100,107.6,40.713724,-73.979136,3.0,1001.0,4.687671407499835,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
903,2677871,98862.0,1952,1,100,3.6,40.716118,-73.980553,3.0,12.0,1.5260563034950492,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
931,2682242,65526.0,2005,1,100,56.6,40.723394,-73.978992,3.0,2602.0,4.053522567701846,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
934,3500644,92470.0,1928,1,100,34.4,40.725147,-73.975813,3.0,28.0,3.5667118201397288,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
969,2689743,56344.0,2007,1,100,221.6,40.722424,-73.993225,3.0,3601.0,5.4053764388414445,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
974,2831034,101908.0,1936,8,100,,40.724334,-73.98694,3.0,3002.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
982,2587536,52497.0,1923,1,100,24.9,40.7246,-73.990569,3.0,3602.0,3.254242968705492,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
989,2805199,97896.0,1928,1,100,70.1,40.730216,-73.986484,3.0,40.0,4.264087336809195,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
995,4414058,69969.0,2012,1,100,70.6,40.724054,-73.990977,3.0,3602.0,4.2710950739666,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1007,2710342,146583.0,1986,1,100,66.6,40.73021,-73.989396,3.0,40.0,4.213607983048918,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1010,2826127,337600.0,1988,1,100,106.0,40.731415,-73.988533,3.0,40.0,4.672828834461906,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1012,4409791,65602.0,1929,1,100,62.9,40.731454,-73.986957,3.0,40.0,4.157319361383489,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1013,3119622,59225.0,1920,2,100,77.5,40.730647,-73.986192,3.0,40.0,4.363098624788363,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1014,2649532,92304.0,1959,1,100,50.2,40.732055,-73.988075,3.0,40.0,3.9357395320454622,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1021,2811085,120900.0,1886,1,100,151.3,40.720978,-74.00053,2.0,45.0,5.025852259901116,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1022,2598113,55015.0,1874,1,100,130.1,40.721422,-74.000152,2.0,45.0,4.875960390769654,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1023,3528745,71413.0,1900,1,100,92.0,40.720382,-73.99974,2.0,45.0,4.532599493153256,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1025,5864821,78982.0,1890,1,100,92.4,40.720895,-73.999491,2.0,45.0,4.536891345234797,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1028,5236465,63150.0,1986,1,100,30.3,40.721433,-74.00017,2.0,47.0,3.4436180975461075,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1034,2682299,80649.0,1929,1,100,71.4,40.71983,-73.995141,2.0,41.0,4.282206299391671,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1037,4408614,173838.0,1913,1,100,68.9,,,,,4.247065649239764,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1039,2656428,109377.0,1907,1,100,60.8,40.722506,-73.99763,2.0,45.0,4.123903364463645,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1046,5863322,50285.0,2014,1,100,36.9,40.721485,-73.999152,2.0,45.0,3.634951112088381,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1047,2693031,55460.0,2000,1,100,82.0,40.722018,-73.998539,2.0,45.0,4.418840607796598,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1048,5869889,125590.0,1880,1,100,88.4,40.722937,-74.000007,2.0,49.0,4.493120682179469,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1050,4411784,57486.0,1920,1,100,50.9,40.721903,-73.999773,2.0,49.0,3.949318790171843,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1052,2665948,66295.0,1900,1,100,51.3,40.722745,-74.001259,2.0,49.0,3.9569963710708773,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1055,2876343,63888.0,1900,1,100,48.4,40.723914,-74.00246,2.0,47.0,3.899950424193877,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1056,4401435,65340.0,1985,1,100,50.5,40.724109,-74.002295,2.0,47.0,3.9415818076696905,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1058,2731531,74428.0,1910,1,100,40.9,40.724274,-74.004185,2.0,47.0,3.735285826928092,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1064,2681751,184900.0,1982,1,100,65.4,40.721365,-73.994812,2.0,43.0,4.1956970564823886,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1074,3772798,51180.0,1860,1,100,65.1,40.724013,-73.997987,2.0,49.0,4.191168746857641,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1078,2810564,54517.0,1989,1,100,45.7,40.723522,-73.998402,2.0,49.0,3.8437441646748516,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1081,5990733,50323.0,2005,2,100,66.0,40.724074,-74.000119,2.0,49.0,4.204692619390966,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1082,4401404,54300.0,1900,1,100,45.7,40.724694,-74.000667,2.0,49.0,3.8437441646748516,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1101,2563587,64120.0,1904,1,100,105.6,40.725045,-73.997085,2.0,43.0,4.669083511731744,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1103,2952794,68800.0,1900,1,100,39.2,40.724612,-73.997478,2.0,49.0,3.6938669956249757,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1109,2803461,64859.0,2004,1,100,,40.725847,-73.997731,2.0,49.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1110,4390049,54600.0,1910,1,100,56.9,40.725825,-73.99974,2.0,49.0,4.05871738457895,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1111,4162364,52459.0,1915,1,95,101.0,40.726044,-73.999553,2.0,49.0,4.624972813284271,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1119,4998258,75515.0,1980,1,100,35.1,40.725701,-73.993979,2.0,5502.0,3.586292865338835,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1121,4406860,99470.0,1910,2,100,105.8,40.725965,-73.996309,2.0,5502.0,4.6709579265260945,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1125,5877356,61182.0,1896,1,100,120.0,40.726327,-73.996002,2.0,5502.0,4.795790545596741,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1127,4955380,82483.0,1961,1,100,119.8,40.726824,-73.996461,2.0,5501.0,4.794136285500715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1128,2733417,104500.0,1900,1,100,72.1,40.726058,-73.996255,2.0,5501.0,4.291828366755733,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1131,2805482,212832.0,1966,1,100,76.3,40.727573,-73.999361,2.0,5501.0,4.3476939555933765,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1135,2665783,118467.0,1941,1,100,83.1,40.729596,-74.002825,2.0,67.0,4.432006566978902,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1138,4401443,50292.0,1985,1,100,70.0,40.729025,-74.004734,2.0,67.0,4.2626798770413155,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1139,4401448,55065.0,1900,1,100,89.7,40.726626,-73.99575,2.0,5502.0,4.507557357121091,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
1144,4401425,69107.0,1985,1,100,93.3,40.726365,-73.993582,2.0,5502.0,4.546481189639412,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
